154,333,263,-0.1,1.1,8.7518e-16,1.0224e-14,0.53768,0.40612,0.12523,0.11763,0.269,0.24953
290,351,109,-0.1,1.1,8.7518e-16,1.0224e-14,0.57964,0.4269,0.15172,0.13233,0.258,0.25012
284,339,127,-0.1,1.1,8.7518e-16,1.0224e-14,0.59993,0.43109,0.16052,0.13478,0.263,0.24991
266,381,103,-0.1,1.1,8.7518e-16,1.0224e-14,0.61229,0.4374,0.15153,0.13247,0.267,0.24967
268,368,114,-0.1,1.1,8.7518e-16,1.0224e-14,0.61151,0.4433,0.15931,0.1399,0.262,0.24996
257,380,113,-0.1,1.1,8.7518e-16,1.0224e-14,0.61158,0.44683,0.15893,0.14296,0.267,0.24967
265,369,116,-0.1,1.1,8.7518e-16,1.0224e-14,0.61348,0.44651,0.15604,0.14201,0.266,0.24974
267,367,116,-0.1,1.1,8.7518e-16,1.0224e-14,0.61158,0.44669,0.16127,0.14084,0.268,0.2496
288,333,129,-0.1,1.1,8.7518e-16,1.0224e-14,0.61566,0.44278,0.16225,0.14103,0.267,0.24967
268,357,125,-0.1,1.1,8.7518e-16,1.0224e-14,0.61653,0.4426,0.16141,0.13994,0.262,0.24996
279,354,117,-0.1,1.1,8.7518e-16,1.0224e-14,0.61847,0.44203,0.16185,0.14189,0.265,0.2498
287,340,123,-0.1,1.1,8.7518e-16,1.0224e-14,0.62438,0.4445,0.15923,0.14191,0.263,0.24991
286,351,113,-0.1,1.1,8.7518e-16,1.0224e-14,0.63136,0.44196,0.15551,0.13536,0.267,0.24967
288,344,118,-0.1,1.1,8.7518e-16,1.0224e-14,0.63312,0.44443,0.15858,0.13285,0.266,0.24974
286,334,130,-0.1,1.1,8.7518e-16,1.0224e-14,0.63297,0.44138,0.16166,0.12859,0.268,0.2496
296,336,118,-0.1,1.1,8.7518e-16,1.0224e-14,0.6369,0.44256,0.16194,0.13032,0.27,0.24945
297,334,119,-0.1,1.1,8.7518e-16,1.0224e-14,0.63706,0.44483,0.16118,0.12804,0.273,0.24919
278,361,111,-0.1,1.1,8.7518e-16,1.0224e-14,0.63318,0.44554,0.16419,0.13087,0.28,0.24844
271,369,110,-0.1,1.1,8.7518e-16,1.0224e-14,0.62818,0.44962,0.16527,0.13164,0.279,0.24856
262,367,121,-0.1,1.1,8.7518e-16,1.0224e-14,0.6289,0.44718,0.1638,0.12925,0.284,0.24793
288,346,116,-0.1,1.1,8.7518e-16,1.0224e-14,0.63089,0.44548,0.16126,0.13295,0.28,0.24844
304,343,103,-0.1,1.1,8.7518e-16,1.0224e-14,0.63473,0.44886,0.15924,0.13471,0.277,0.24879
302,348,100,-0.1,1.1,8.7518e-16,1.0224e-14,0.63498,0.45349,0.15787,0.13493,0.273,0.24919
279,354,117,-0.1,1.1,8.7518e-16,1.0224e-14,0.63388,0.45109,0.16304,0.13511,0.267,0.24967
261,372,117,-0.1,1.1,8.7518e-16,1.0224e-14,0.62481,0.45529,0.16225,0.13527,0.259,0.25009
263,354,133,-0.1,1.1,8.7518e-16,1.0224e-14,0.62573,0.45139,0.16473,0.13596,0.26,0.25005
258,358,134,-0.1,1.1,8.7518e-16,1.0224e-14,0.62161,0.44974,0.16452,0.13478,0.247,0.25023
246,370,134,-0.1,1.1,8.7518e-16,1.0224e-14,0.61692,0.45116,0.16252,0.1346,0.253,0.25023
258,356,136,-0.1,1.1,8.7518e-16,1.0224e-14,0.61838,0.44743,0.16272,0.13065,0.247,0.25023
245,370,135,-0.1,1.1,8.7518e-16,1.0224e-14,0.61156,0.45215,0.16433,0.13404,0.25,0.25025
247,354,149,-0.1,1.1,8.7518e-16,1.0224e-14,0.61563,0.44591,0.16161,0.13274,0.259,0.25009
238,381,131,-0.1,1.1,8.7518e-16,1.0224e-14,0.61148,0.44391,0.16246,0.13244,0.262,0.24996
225,394,131,-0.1,1.1,8.7518e-16,1.0224e-14,0.60795,0.44586,0.16264,0.13058,0.265,0.2498
254,368,128,-0.1,1.1,8.7518e-16,1.0224e-14,0.60837,0.44621,0.16091,0.12944,0.264,0.24986
246,362,142,-0.1,1.1,8.7518e-16,1.0224e-14,0.6062,0.44481,0.16239,0.13283,0.262,0.24996
269,357,124,-0.1,1.1,8.7518e-16,1.0224e-14,0.61235,0.45039,0.1613,0.13597,0.26,0.25005
233,396,121,-0.1,1.1,8.7518e-16,1.0224e-14,0.61206,0.44793,0.15866,0.13611,0.258,0.25012
265,360,125,-0.1,1.1,8.7518e-16,1.0224e-14,0.60824,0.4515,0.15734,0.13676,0.247,0.25023
239,385,126,-0.1,1.1,8.7518e-16,1.0224e-14,0.60901,0.44965,0.15916,0.13259,0.251,0.25025
276,344,130,-0.1,1.1,8.7518e-16,1.0224e-14,0.61351,0.44729,0.15994,0.13183,0.256,0.25018
256,361,133,-0.1,1.1,8.7518e-16,1.0224e-14,0.61213,0.44643,0.1585,0.12747,0.257,0.25015
